Index	Name_Teigtasche	Name_Landesprache	Landesindex	Zubereitungsart	Beschaffenheit	Verspeisungsart	Besonderes	Info	Link	Description
125	Bak Chang	肉粽	101	gekocht	in Bambusblättern eingerollt	na	na	na	http://blog.seasonwithspice.com/2011/06/zongzi-recipe-bak-chang-malaysian.html	Zongzi Rice Dumplings aus Malaysia sind traditionelle Teigtaschen_ die aus Klebreis bestehen und in Bambusblätter gewickelt werden. Der Reis wird oft mit verschiedenen Füllungen wie Schweinefleisch_ Ei_ Pilzen oder roten Bohnen kombiniert und dann in Blätter eingewickelt_ bevor sie gedämpft oder gekocht werden. Diese Dumplings haben eine zarte Textur und einen intensiven Geschmack_ der durch die Aromen der Füllung und die Bambusblätter verstärkt wird. Zongzi sind besonders während des Drachenbootfestes beliebt und werden in Malaysia häufig als Snack oder Beilage zu festlichen Anlässen serviert.
126	Gulha	ގުޅަ	102	frittiert	na	mit Tee	na	na	https://dinnerbydennis.com/gulha/	Gulha ist ein traditionelles Gericht aus den Malediven_ das aus kleinen_ gefüllten Teigtaschen besteht. Der Teig wird aus Mehl_ Wasser und einer Prise Salz zubereitet und mit einer würzigen Füllung aus Thunfisch_ Zwiebeln_ Kokosnuss und Gewürzen gefüllt. Die Teigtaschen werden dann frittiert_ bis sie goldbraun und knusprig sind. Gulha ist ein beliebter Snack oder Appetizer in der maledivischen Küche und wird häufig bei festlichen Anlässen oder als Street Food serviert. Sie bieten eine köstliche Kombination aus einer knusprigen Außenschicht und einer saftigen_ würzigen Füllung.
127	Sambusa	سمبوسك	103	frittiert	na	mit Dip	na	na	https://www.allrecipes.com/recipe/53603/sambusa/	Sambusa aus Mali sind knusprige Teigtaschen_ die mit einer Füllung aus Fleisch_ Linsen oder Gemüse und Gewürzen gefüllt sind. Der Teig wird dünn ausgerollt und in Dreiecke gefaltet_ bevor die Teigtaschen frittiert werden_ bis sie goldbraun und knusprig sind. Diese leckeren Snacks sind in Mali weit verbreitet und werden oft als Appetizer oder Street Food serviert. Sie bieten eine köstliche Kombination aus würziger Füllung und knuspriger Textur und sind ein fester Bestandteil der malischen Küche.
128	Pastizzi	Pastizzi	104	gebacken	süßs gebäck	mit Zucker	na	na	https://www.visitmalta.com/de/maltese-pastizzi-taste-of-malta/	Pastizzi sind ein traditionelles maltesisches Gebäck_ das aus einem blättrigen Teig besteht und mit verschiedenen Füllungen wie Ricotta-Käse oder Erbsen gefüllt ist. Der Teig wird zu kleinen Taschen geformt und im Ofen gebacken_ bis sie goldbraun und knusprig sind. Pastizzi sind besonders in Malta beliebt und werden häufig als Snack oder Frühstück genossen. Sie sind sowohl in süßen als auch in herzhaften Varianten erhältlich_ wobei die Erbsen-Pastizzi eine der bekanntesten Varianten sind. Pastizzi sind ein fester Bestandteil der maltesischen Küche und werden in vielen Bäckereien und Cafés angeboten.
129	Kubbeh Patata	كبة	105	frittiert	na	mit Zitrone	na	na	https://www.moroccanmommy.com/recipes/9hp7qv20r4x9qsoty9mp7fcm2z7rh3	Kubbeh Patata aus Marokko ist ein köstliches Gericht_ das aus Kartoffelteigtaschen besteht. Der Teig wird aus gekochten Kartoffeln_ Mehl und Gewürzen zubereitet und mit einer Füllung aus Fleisch_ oft Lamm oder Rind_ sowie Zwiebeln_ Kräutern und Gewürzen gefüllt. Die Teigtaschen werden dann entweder gebraten oder frittiert_ bis sie goldbraun und knusprig sind. Kubbeh Patata ist ein beliebter Snack oder Appetizer in Marokko und bietet eine leckere Kombination aus weichem_ würzigem Inneren und knuspriger Außenschicht. Sie werden oft zu besonderen Anlässen oder als Street Food serviert.
130	Chukuchuk	Chukuchuk	106	gebacken	als Beilage	mit Fisch	na	na	https://www.internationalcuisine.com/marshallese-chukuchuk/	Chukuchuk ist ein Gericht aus der Küche der Marshallinseln. Es besteht aus einer Kugel aus Kalrosereis und Kokosraspeln. Die Größe ähnelt einem Golfball. Es ist auf den Marshallinseln sehr beliebt_ da es einfach zuzubereiten ist. Es wird zu besonderen Anlässen oder als Beilage zu gegrilltem Fleisch_ Fisch oder Obst serviert.
131	na	na	107	na	na	na	na	na	na	na
132	Boulette chouchou	Niouk yen	108	frittiert	na	mit Chili Dip	na	na	https://www.indian-ocean.com/mauritian-boulettes-recipe/	Boulettes aus Mauritius sind leckere_ frittierte Teigtaschen_ die oft mit einer Füllung aus Fleisch_ Fisch oder Gemüse zubereitet werden. Der Teig wird aus einer Mischung von Mehl und Gewürzen hergestellt_ während die Füllung aus Hackfleisch_ Garnelen oder einer Kombination aus Gemüse besteht. Diese Teigtaschen werden dann in heißem Öl frittiert_ bis sie goldbraun und knusprig sind. Boulettes sind ein beliebter Snack oder Appetizer in Mauritius_ die oft mit einer würzigen Sauce oder Chili serviert werden. Sie sind ein fester Bestandteil der mauritischen Küche und besonders auf Straßenmärkten und bei festlichen Anlässen zu finden.
133	Plum Dumplings	Knedle sa Šljivama	109	gekocht_ frittiert	warm oder kalt	mit Dip	na	na	https://balkanlunchbox.com/knedle-balkan-plum-dumplings/	Mazedonische Pflaumen-Dumplings sind ein traditionelles Dessert_ das aus einem weichen Teig besteht_ der mit süßen Pflaumen gefüllt wird. Der Teig wird aus Mehl_ Kartoffeln und Zucker zubereitet_ und die Pflaumen werden in der Mitte der Teigtaschen eingewickelt. Die Dumplings werden dann gekocht_ bis sie weich und zart sind. Nach dem Kochen werden sie oft mit Zucker und Zimt bestreut oder in Butter und Semmelbröseln gewälzt. Diese Dumplings sind ein beliebtes Gericht in Nordmazedonien und werden besonders in der kalten Jahreszeit oder zu besonderen Anlässen genossen.
134	na	na	110	na	na	na	na	na	na	na
135	Empanadas vegan	Empanadas	111	gebacken_ frittiert	vegan	mit Limette	na	na	https://theluckytofu.com/vegane-mexikanische-empanadas/	Vegane mexikanische Empanadas sind köstliche_ gefüllte Teigtaschen_ die mit einer Mischung aus Gemüse_ Bohnen_ Mais oder Tofu zubereitet werden. Der Teig besteht aus Mehl_ Wasser und pflanzlichem Fett_ was sie zu einer perfekten veganen Alternative macht. Die Füllung wird oft mit Gewürzen wie Kreuzkümmel_ Chili und Koriander verfeinert_ um den charakteristischen mexikanischen Geschmack zu erreichen. Die Empanadas werden entweder gebacken oder frittiert_ bis sie goldbraun und knusprig sind. Sie sind ein beliebter Snack oder Appetizer in der mexikanischen Küche und eignen sich hervorragend für vegane Ernährung.
136	na	na	112	na	na	na	na	na	na	na
137	Potato Dumpling	Colțunașii	113	gekocht	auch ohne Eier möglich	mit sauerer Sahne	na	na	https://www.bylena.com/recipe/634/Potato-Dumplings-Coltunasi/	Colțunașii aus Moldau sind köstliche Teigtaschen_ die mit einer Vielzahl von Füllungen zubereitet werden_ wie zum Beispiel Kartoffeln_ Käse_ Fleisch oder Sauerkraut. Der Teig wird aus Mehl_ Wasser und Salz hergestellt und zu kleinen Taschen geformt. Diese Teigtaschen werden dann gekocht_ bis sie weich und zart sind. Colțunașii aus Moldau werden häufig mit saurer Sahne_ Butter oder Knoblauchsoße serviert und sind besonders in der kalten Jahreszeit ein beliebtes Gericht. Sie sind ein fester Bestandteil der moldauischen Küche und bieten eine herzhafte und sättigende Mahlzeit.
138	Barbajuanes	Barbajuanes	114	frittiert	mit Reis	Pur	na	na	https://www.menton-riviera-merveilles.de/sich-inspirieren-lassen/lokale-aromen/unsere-rezepte/spezialitaeten-die-barbajuans/	Barbajuans sind traditionelle Teigtaschen aus Monaco_ die mit einer Vielzahl von Füllungen zubereitet werden. Der Teig wird dünn ausgerollt und mit einer Mischung aus Reis_ Gemüse_ Kräutern und oft auch Käse oder Fleisch gefüllt. Die Teigtaschen werden dann zu kleinen Quadraten oder Dreiecken gefaltet und in Öl frittiert_ bis sie goldbraun und knusprig sind. Barbajuans sind ein beliebter Snack oder Appetizer in Monaco und bieten eine köstliche Kombination aus einer würzigen Füllung und einer knusprigen Außenschicht. Sie sind besonders bei festlichen Anlässen und auf Straßenmärkten weit verbreitet.
139	Buuz	Бууз	115	gedämpft	mit Yak	Pur	na	na	https://adamantkitchen.com/mongolian-buuz/	Buuz sind traditionelle mongolische Teigtaschen_ die mit einer Füllung aus gewürztem Fleisch_ oft Lamm oder Rind_ zubereitet werden. Der Teig besteht hauptsächlich aus Mehl_ Wasser und Salz und wird zu kleinen_ runden Taschen geformt. Die Füllung enthält neben Fleisch auch Zwiebeln und verschiedene Gewürze_ die den Teigtaschen ihren einzigartigen Geschmack verleihen. Buuz werden in einem Dampfgarer gedämpft_ bis sie zart und durchgekocht sind. Sie sind ein beliebtes Gericht in der mongolischen Küche und werden häufig zu festlichen Anlässen oder als tägliche Mahlzeit genossen. Buuz bieten eine köstliche Kombination aus saftigem Fleisch und weichem_ dampfgegartem Teig.
140	Burek	Byrek	116	gebacken	zum Frühstück	Pur	na	na	https://www.reisenmitsinnen.de/blog/rezept-fuer-burek-mit-feta-und-spinat/	Burek aus Montenegro ist eine köstliche_ gefüllte Teigtasche_ die in der Balkanregion weit verbreitet ist. Der Teig wird dünn ausgerollt und mit einer Vielzahl von Füllungen wie Fleisch_ Käse_ Spinat oder Kartoffeln gefüllt. In Montenegro wird Burek häufig mit Hackfleisch und Zwiebeln zubereitet. Die Teigtaschen werden dann zu einer Spiralform gerollt oder als einzelne Stücke gebacken_ bis sie goldbraun und knusprig sind. Burek aus Montenegro ist ein beliebtes Gericht_ das sowohl als Snack als auch als Hauptmahlzeit serviert wird. Es wird oft mit Joghurt oder einer frischen Salatbeilage genossen und ist ein fester Bestandteil der regionalen Küche.
141	Chamuças	Chamuças	117	frittiert	mit Käse	mit Dip	na	na	https://www.nationalgerichtrezepte.de/nationalgericht-mosambik-chamucas-rezept/	Chamuças sind beliebte Teigtaschen aus der portugiesischen und afrikanischen Küche_ die mit einer würzigen Füllung aus Fleisch_ Gemüse oder Linsen gefüllt sind. Der Teig wird dünn ausgerollt und in Dreiecksform gefaltet. Die Füllung wird häufig mit Zutaten wie Zwiebeln_ Knoblauch_ Koriander und verschiedenen Gewürzen wie Kreuzkümmel und Chili verfeinert_ um einen intensiven Geschmack zu erzielen. Chamuças werden meist frittiert_ bis sie goldbraun und knusprig sind. Sie sind ein beliebter Snack oder Appetizer und werden oft mit einer scharfen Sauce oder einem frischen Salat serviert. Chamuças sind besonders in Ländern wie Angola_ Mosambik und auch in Portugal weit verbreitet.
142	Mont phet htok 	မုန့်ဖက်ထုပ်	118	gedämpft	in Bananenblatt gewickelt	na	na	na	https://www.youtube.com/watch?v=BLUvitrdPQo	Mont phet htok ist ein traditionelles Gericht aus Myanmar_ das aus Teigtaschen besteht_ die mit einer Mischung aus Fleisch_ Gemüse oder Fisch gefüllt sind. Der Teig wird dünn ausgerollt und zu kleinen Taschen geformt. Die Füllung wird oft mit Gewürzen wie Ingwer_ Knoblauch und Kurkuma verfeinert_ um einen intensiven Geschmack zu erzeugen. Mont phet htok wird normalerweise gedämpft_ bis der Teig weich und die Füllung gut durchgegart ist. Es ist ein beliebtes Gericht bei Festen und besonderen Anlässen und wird oft mit einer würzigen Sauce oder frischen Kräutern serviert.
143	na	na	119	na	na	na	na	na	na	na
144	na	na	120	na	na	na	na	na	na	na
145	Momos aus Tibet	མོག་མོག་	121	gedämpft	na	mit Dip	na	na	https://myriadrecipes.com/homemade-momo/	Momos aus Tibet sind köstliche_ gefüllte Teigtaschen_ die in der tibetischen Küche sehr beliebt sind. Der Teig besteht aus Mehl_ Wasser und einer Prise Salz und wird zu kleinen Taschen geformt. Die Füllung besteht traditionell aus gewürztem Fleisch_ wie Lamm oder Rind_ oder auch aus Gemüse_ oft kombiniert mit Ingwer_ Knoblauch und Frühlingszwiebeln. Momos werden entweder gedämpft oder frittiert_ was sie zu einem vielseitigen Gericht macht. Sie sind besonders bei Festen_ in Restaurants und als Straßenessen sehr gefragt und werden häufig mit einer scharfen Chili-Soße oder einer dicken Joghurt-Dip serviert.
146	Apfel Teigtaschen	Baked apple dumplings	122	gebacken	na	mit Zucker	na	na	https://sheep.horse/2020/3/recipe_-_baked_apple_dumplings_%28new_zealand_style%29.html	Baked apple dumplings aus Neuseeland sind ein köstliches Dessert_ das Äpfel in einem dünnen Teig einhüllt und dann gebacken wird. Der Teig besteht aus Mehl_ Butter und Zucker_ und die Äpfel werden oft mit Zimt und Zucker gefüllt. Diese Teigtaschen werden dann im Ofen gebacken_ bis der Teig goldbraun und knusprig ist und die Äpfel weich und karamellisiert sind. Baked apple dumplings sind in Neuseeland ein beliebtes Gericht_ besonders während der Apfelsaison und zu festlichen Anlässen. Sie werden oft mit Vanillesauce oder Eis serviert_ was sie zu einem besonders leckeren Dessert macht.
147	na	na	123	na	na	na	na	na	na	na
148	Bapao	Broodje bapao	124	gedämpft	na	na	na	na	https://rutgerbakt.nl/brood-recepten/broodje-bapao/	Ein Bapao ist ein brötchenähnlicher Knödel mit Füllung_ genauer gefüllter Hefekloß oder Baozi_ in den Niederlanden_ dessen Ursprung in der multiethnischen Kolonialküche des ehemaligen Niederländisch-Indiens – heute Indonesien – liegt. Das Bapao gehört im Ursprungsland Indonesien zur typischen Streetfood-Kultur.
149	Dodo Gizzard 	Dodo Gizzard 	125	gedämpft	na	mit scharfer Sauce	na	na	https://www.afrolems.com/2015/06/12/dodo-gizzard-dumplings/	Dodo Gizzard Dumplings sind ein schmackhaftes Gericht aus Westafrika_ das Teigtaschen mit einer Füllung aus Gizzards (Hähnchenmägen) und Gewürzen kombiniert. Der Teig wird aus Mehl_ Wasser und etwas Salz zubereitet_ und die Füllung besteht aus fein gehackten Gizzards_ die mit Zwiebeln_ Knoblauch und einer Mischung aus aromatischen Gewürzen wie Paprika_ Pfeffer und Kräutern gekocht werden. Die Dumplings werden dann entweder gedämpft oder frittiert_ bis sie goldbraun und knusprig sind. Dodo Gizzard Dumplings sind ein beliebter Snack oder ein herzhaftes Gericht und werden oft mit einer scharfen Sauce oder einer frischen Beilage serviert.
150	Puff-Puff	Puff-Puff	126	frittiert	na	mit Zucker	na	na	https://www.africanbites.com/puff-puff/	Puff-Puff aus Nigeria ist ein beliebter_ frittierten Teigballen-Snack_ der in der nigerianischen Küche weit verbreitet ist. Der Teig besteht aus Mehl_ Zucker_ Hefe_ Wasser und einer Prise Salz_ und wird zu kleinen Bällchen geformt. Diese Bällchen werden in heißem Öl frittiert_ bis sie außen goldbraun und knusprig sind und innen weich und luftig bleiben. Puff-Puff ist ein süßer Snack_ der oft bei Festen_ Straßenverkäufern oder als Snack zwischendurch genossen wird. Er wird üblicherweise ohne Füllung serviert_ kann aber auch mit Zucker bestreut oder mit einer Schokoladensauce verfeinert werden.
151	na	na	127	na	na	na	na	na	na	na
152	Kartoffel Klubb	Klubb	128	gekocht	mit Fleisch	mit Butter	na	na	https://www.allrecipes.com/recipe/142760/potato-klubb-norwegian-potato-dumplings/	Norwegische Klubb sind traditionelle_ herzhafte Kartoffelknödel_ die in Norwegen beliebt sind. Der Teig besteht hauptsächlich aus Kartoffeln_ Mehl_ Butter und Salz und wird zu dicken Knödeln geformt. Oft wird der Teig mit gewürztem Fleisch_ wie Schweinefleisch oder Rind_ gefüllt. Die Knödel werden dann in Wasser gekocht_ bis sie weich und gut durchgegart sind. Norwegische Klubb werden traditionell mit einer dicken Soße serviert_ die häufig aus Butter und Schmalz besteht. Dieses Gericht ist besonders während der kalten Monate sehr beliebt und wird oft als Hauptgericht bei Festen oder Familienessen genossen.
153	Omani spiced dumplings	Qashad	129	frittiert	na	mit Dressing	na	na	https://www.abowlofsugar.com/post/spiced-prawn-and-turmeric-dumplings-with-honey-chilli-sauce-qashad	Omani spiced dumplings sind köstliche_ gewürzte Teigtaschen aus Oman_ die mit einer Mischung aus Fleisch_ Gemüse und aromatischen Gewürzen gefüllt sind. Der Teig wird aus Mehl_ Wasser und etwas Salz zubereitet und zu kleinen Taschen geformt. Die Füllung besteht oft aus Lamm oder Hühnchen_ zusammen mit Zwiebeln_ Knoblauch und einer Mischung aus Gewürzen wie Kreuzkümmel_ Kurkuma und Zimt_ die den Dumplings ihren charakteristischen Geschmack verleihen. Omani spiced dumplings werden in der Regel gedämpft oder gekocht_ bis sie durchgegart und weich sind. Sie sind ein beliebtes Gericht in Oman_ besonders während besonderer Anlässe und festlicher Mahlzeiten.
154	Kärntner Teigtaschen	Kärntner Kasnudel	130	gekocht	na	mit Butter	na	na	https://www.wagners-kulinarium.at/karntner-kasnudeln/	Kärntner Teigtaschen sind ein traditionelles Gericht aus der österreichischen Region Kärnten_ das aus einem dünnen Teig besteht_ der mit einer Vielzahl von Füllungen zubereitet wird. Die klassische Füllung besteht aus Kartoffeln_ Quark oder Fleisch_ häufig kombiniert mit Kräutern und Gewürzen. Die Teigtaschen werden dann in kochendem Wasser gegart und oft mit zerlassener Butter und frischen Kräutern serviert. Kärntner Teigtaschen sind besonders bekannt für ihre zarte Textur und den herzhaften Geschmack. Sie sind ein beliebtes Gericht bei festlichen Anlässen und werden in vielen Haushalten in Kärnten traditionell zubereitet.
155	Dahi Baray	दही वडे	131	gekocht	na	mit Joghurt	na	na	https://chaiandchurros.com/dahi-baray/	Dahi Baray sind ein beliebtes Gericht aus der indischen und pakistanischen Küche_ das aus frittierten Linsenteigbällchen besteht_ die in dicker Joghurtsoße eingeweicht werden. Der Teig für die Bällchen wird aus gemahlenen Linsen_ Gewürzen und Kräutern zubereitet und dann zu kleinen Bällchen geformt_ die in heißem Öl frittiert werden_ bis sie goldbraun und knusprig sind. Nachdem sie abgekühlt sind_ werden die Bällchen in Joghurt getaucht und mit einer Mischung aus Gewürzen wie Kreuzkümmel_ Chili_ Salz und Tamarindensauce verfeinert. Dahi Baray sind erfrischend_ würzig und werden oft als Snack oder Vorspeise serviert_ besonders während festlicher Anlässe und Feiern.
156	na	na	132	na	na	na	na	na	na	na
157	Carimañolas	Carimañolas	133	frittiert	na	mit Dip	na	na	https://www.nationalgerichtrezepte.de/nationalgericht-panama-carimanolas-rezept/	Carimañolas sind ein traditionelles Gericht aus KPanama_ das aus frittierten Teigtaschen besteht_ die mit einer herzhaften Füllung aus Fleisch_ Hähnchen oder Käse gefüllt sind. Der Teig wird meistens aus Maniokmehl_ auch bekannt als Yuca_ zubereitet_ was den Teigtaschen eine weiche und gleichzeitig leicht feste Textur verleiht. Die Füllung wird oft mit Zwiebeln_ Knoblauch_ Gewürzen und manchmal mit Paprika und Tomaten zubereitet. Nachdem die Teigtaschen geformt sind_ werden sie in heißem Öl frittiert_ bis sie goldbraun und knusprig sind. Carimañolas sind in der Regel ein beliebter Snack oder eine Mahlzeit und werden oft mit einer scharfen Sauce oder einem frischen Salat serviert.
158	Saksak	Saksak	134	gekocht	na	Pur	na	na	https://www.food.com/recipe/saksak-papuan-sweet-sago-dumpling-53797	Saksak aus Papua-Neuguinea ist ein traditionelles Gericht_ das aus Maniok (auch als Yuca bekannt) zubereitet wird. Der Maniok wird gekocht_ zerdrückt und mit Kokosnussmilch und Zucker vermischt_ um eine süße Masse zu bilden. Diese Mischung wird dann zu kleinen Bällchen oder Kugeln geformt und in Bananenblätter gewickelt_ bevor sie in heißem Wasser gekocht werden. Saksak ist ein beliebtes Gericht in Papua-Neuguinea_ besonders bei Festen und besonderen Anlässen. Es hat eine weiche_ aber dichte Textur und einen leicht süßen Geschmack_ der durch die Kokosnussmilch verstärkt wird. Oft wird es zusammen mit anderen traditionellen Gerichten oder Dips serviert.
159	Paraguayan Chicken and Dumpling Soup	Vori Vori de Pollo	135	gekocht	na	in Suppe	na	na	https://primalwellness.coach/2024/02/27/vori-vori-de-pollo-paraguayan-chicken-and-dumpling-soup/	Vori Vori de Pollo ist ein traditionelles Gericht aus Paraguay_ das aus Hähnchen und Maismehlbällchen besteht. Der Hähnchenbrühe wird oft eine dicke Konsistenz verliehen_ indem sie mit Maismehl und Gewürzen vermischt wird. Das Ergebnis ist ein herzhaftes Gericht_ bei dem kleine Bällchen aus Maismehl_ die als „vori vori“ bezeichnet werden_ in der Brühe gekocht werden. Die Bällchen haben eine weiche_ aber dichte Textur und nehmen den Geschmack der Hähnchenbrühe auf. Vori Vori de Pollo wird oft mit frischen Kräutern und Gemüse verfeinert_ was es zu einer besonders schmackhaften und nahrhaften Mahlzeit macht. Dieses Gericht ist ein beliebter Bestandteil der paraguayischen Küche und wird besonders in kälteren Monaten genossen.
160	Papa Rellena	Papa Rellena	136	gebraten	na	werden aufgeschnitten serviert	na	na	https://www.gutekueche.de/papa-rellena-rezept-17668	Papa Rellena ist ein beliebtes Gericht aus Peru_ das aus gefüllten Kartoffeln besteht. Die Kartoffeln werden gekocht und zerdrückt_ um einen Teig zu bilden. Dieser Teig wird dann mit einer würzigen Füllung aus Rinderhackfleisch_ Zwiebeln_ Oliven_ hartgekochten Eiern und Gewürzen wie Kreuzkümmel und Paprika gefüllt. Nachdem sie gefüllt sind_ werden die Kartoffeln zu kleinen Bällchen oder Formen geformt und in heißem Öl frittiert_ bis sie goldbraun und knusprig sind. Papa Rellena wird häufig als Snack oder Vorspeise serviert und ist ein köstliches Beispiel für die peruanische Küche_ das sowohl herzhaft als auch sättigend ist.
161	Siopao	Siopao	137	gedämpft	na	Pur	na	na	https://www.allrecipes.com/recipe/71067/siopao-filipino-steamed-dumplings/	Siopao ist ein beliebter gedämpfter Teigfladen aus den Philippinen_ der mit einer herzhaften Füllung versehen ist. Der Teig besteht aus Weizenmehl_ Hefe_ Zucker und Wasser und wird zu weichen_ flauschigen Brötchen geformt. Die Füllung variiert je nach Region_ besteht jedoch häufig aus Schweinefleisch oder Hähnchen_ das in einer süß-salzigen Soße aus Sojasauce_ Zucker_ und Gewürzen gekocht wird. Die Brötchen werden dann gedämpft_ bis sie zart und weich sind. Siopao wird oft als Snack oder leichtes Mittagessen serviert und ist ein fester Bestandteil der philippinischen Straßenküche. Es gibt verschiedene Varianten_ wie „Asado“ (mit süßem Schweinefleisch) und „Bola-bola“ (mit Fleischbällchen).
162	Piroggen	Pierogi	138	gekocht	na	mit zwiebeln und speck	na	na	https://www.gutekueche.at/pierogi-rezept-6863	Pieroggen sind traditionelle Teigtaschen aus der osteuropäischen Küche_ die besonders in Polen beliebt sind. Der Teig besteht aus Mehl_ Wasser und Ei und wird zu dünnen Scheiben ausgerollt. Die Füllung variiert je nach Region_ am häufigsten werden jedoch Kartoffeln_ Quark_ Fleisch oder Sauerkraut verwendet. Die Teigtaschen werden gefüllt_ zusammengeklappt und dann entweder gekocht_ gebraten oder gebacken. Pieroggen werden oft mit Zwiebeln und Schmand serviert_ was ihnen zusätzlichen Geschmack verleiht. Sie sind ein beliebtes Gericht bei Festen und Familienfeiern und gelten als herzhaftes Comfort Food_ das sowohl warm als auch kalt genossen werden kann.
163	Frittierte Shirimp Dumplings	Rissóis de Camarão	139	frittiert	mit Shrimp	mit Zitrone	na	na	https://www.homemadeinterest.com/portuguese-shrimp-turnovers/	Rissóis de Camarão sind portugiesische Teigtaschen_ die mit einer köstlichen Füllung aus Garnelen zubereitet werden. Der Teig besteht aus Mehl_ Butter und Milch_ und wird zu kleinen Taschen geformt. Die Füllung wird aus Garnelen_ Zwiebeln_ Knoblauch_ Gewürzen und einer cremigen Bechamelsauce zubereitet_ die zusammen eine geschmackvolle und saftige Mischung ergibt. Nachdem sie gefüllt sind_ werden die Rissóis in Ei getaucht und dann in Paniermehl gewälzt_ bevor sie in heißem Öl frittiert werden_ bis sie goldbraun und knusprig sind. Diese Teigtaschen sind ein beliebter Snack oder eine Vorspeise in Portugal_ besonders bei festlichen Anlässen oder als Street Food.
164	na	na	140	na	na	na	na	na	na	na
165	Grießnockelnsuppe	Găluște de gris	141	gekocht	na	mit Suppe	na	na	https://whereismyspoon.co/chicken-stock-and-semolina-dumplings/	Găluște de gris sind ein traditionelles rumänisches Gericht_ das aus Grießklößchen besteht. Der Teig wird aus Grieß_ Milch_ Butter und Zucker hergestellt_ und zu kleinen Bällchen geformt. Diese Klößchen werden in kochendem Wasser gekocht_ bis sie weich und leicht sind. Găluște de gris werden oft mit Zucker oder Zimt bestreut und können auch mit Marmelade oder frischen Früchten serviert werden. In Rumänien sind sie ein beliebtes Dessert oder ein süßes Frühstück_ das besonders in der kalten Jahreszeit gerne genossen wird. Sie sind einfach zuzubereiten und bieten eine köstliche Kombination aus süßen und milden Aromen.
166	Pelmeni	пельмени	142	gekocht	na	mit Schmand	na	na	https://momsdish.com/recipe/76/pelmeni	Pelmeni sind traditionelle russische Teigtaschen_ die aus einem dünnen Teig bestehen und mit einer herzhaften Füllung aus Fleisch_ meistens Rind_ Schwein oder Lamm_ gefüllt sind. Der Teig wird aus Mehl_ Wasser und Ei zubereitet und zu kleinen runden Scheiben ausgerollt. Die Füllung wird aus fein gehacktem Fleisch_ Zwiebeln_ Knoblauch und Gewürzen wie Salz_ Pfeffer und Kreuzkümmel hergestellt. Die Teigtaschen werden dann in kochendem Wasser oder Brühe gekocht_ bis sie durchgegart sind. Pelmeni werden oft mit saurer Sahne oder geschmolzener Butter serviert und sind ein beliebtes Gericht in Russland und in anderen osteuropäischen Ländern. Sie sind besonders bekannt als herzhaftes Comfort Food_ das in der kalten Jahreszeit sehr geschätzt wird.
167	Süße Kokosnussbällchen	Sweet Coconut Dumplings	143	gebacken	na	mit Puderzucker	na	na	https://www.nationalgerichtrezepte.de/nationalgericht-salomonen-sweet-coconut-dumplings-rezept/	Sweet Coconut Dumplings aus den Salomonen sind ein köstliches und traditionelles Dessert_ das aus süßen Teigtaschen besteht. Der Teig wird meist aus Maniokmehl_ Zucker und Kokosnussraspeln hergestellt und zu kleinen Kugeln oder Bällchen geformt. Diese Bällchen werden dann in Kokosmilch gekocht_ wodurch sie eine zarte und feuchte Textur erhalten. Oft werden sie zusätzlich mit frischer Kokosnuss bestreut_ was ihnen einen intensiven Kokosgeschmack verleiht. Sweet Coconut Dumplings sind ein beliebtes Dessert auf den Salomonen und in anderen pazifischen Inselstaaten_ das für seinen süßen_ tropischen Geschmack geschätzt wird. Es wird oft bei festlichen Anlässen und Familienfeiern serviert.
168	Samosas Sambia	Samosas	144	frittiert	na	mit Dip	na	na	https://wfd.de/rezepte/teigtaschen-samosas-2/	Samosas aus Sambia sind knusprige Teigtaschen_ die mit einer würzigen Füllung aus Fleisch_ Gemüse oder einer Mischung beider Zutaten gefüllt sind. Der Teig wird dünn ausgerollt und dann zu Dreiecken oder anderen Formen gefaltet_ bevor die Samosas in heißem Öl frittiert werden. Die Füllung kann aus gehacktem Rindfleisch_ Hähnchen oder Kartoffeln bestehen_ oft gewürzt mit Zwiebeln_ Knoblauch_ Curry und anderen Gewürzen_ die für einen intensiven und aromatischen Geschmack sorgen. Samosas sind in Sambia ein beliebter Snack oder eine Vorspeise_ die sowohl bei Festen als auch im täglichen Leben genossen wird. Sie sind besonders bekannt für ihre knusprige Textur und den würzigen Geschmack_ der durch die frittierten Ränder entsteht.
169	Kopai	kopai enaena	145	frittiert	na	mit Karamel	na	na	https://vegansociety.org.nz/kopai-samoan-dumplings/	Samoan Caramel Dumplings sind ein süßes und beliebtes Dessert aus Samoa. Diese Teigtaschen bestehen aus einem weichen Teig_ der meist aus Mehl_ Zucker und Kokosnussmilch zubereitet wird. Sie sind mit einer karamellisierten Füllung gefüllt_ die aus Zucker und Butter besteht_ und werden in einem köstlichen Karamellbad gedämpft oder gekocht_ bis sie goldbraun und zart sind. Die Dumplings nehmen die süße Karamellsauce auf_ wodurch sie besonders saftig und aromatisch werden. Samoan Caramel Dumplings sind ein traditionelles Dessert_ das bei Festen oder besonderen Anlässen serviert wird und für seinen reichen_ süßen Geschmack und seine zarte Textur geschätzt wird.
170	na	na	146	na	na	na	na	na	na	na
